COMMUNE_NOM,COLL_INSEE,ENFANT_SEXE,ENFANT_PRENOM,NOMBRE_OCCURRENCES,ANNEE
Nevers,58194,M,Adam,1,2021
Nevers,58194,F,Alicia,1,2021
Nevers,58194,M,Ashot,1,2021
Nevers,58194,M,Ayden,1,2021
Nevers,58194,M,Baptiste,1,2021
Nevers,58194,F,Capucine,1,2021
Nevers,58194,F,Caroline,1,2021
Nevers,58194,F,Céleste,1,2021
Nevers,58194,M,Charles,1,2021
Nevers,58194,F,Clara,1,2021
Nevers,58194,M,Cody,1,2021
Nevers,58194,M,Dario,1,2021
Nevers,58194,F,Djenna,1,2021
Nevers,58194,F,Eléonore,1,2021
Nevers,58194,F,Elif,1,2021
Nevers,58194,F,Emily-Rose,1,2021
Nevers,58194,F,Emma-Rose,1,2021
Nevers,58194,M,Enzo,1,2021
Nevers,58194,M,Ernest,1,2021
Nevers,58194,M,Ethan,1,2021
Nevers,58194,M,Evan,1,2021
Nevers,58194,M,Ewen,1,2021
Nevers,58194,M,Ezra,1,2021
Nevers,58194,M,Gustave,1,2021
Nevers,58194,M,Hamza,1,2021
Nevers,58194,F,Hanaé,1,2021
Nevers,58194,F,Helîn,1,2021
Nevers,58194,M,Hugo,1,2021
Nevers,58194,M,Ibrahim,1,2021
Nevers,58194,F,Inëa,1,2021
Nevers,58194,M,Jayden,1,2021
Nevers,58194,F,Johanna,1,2021
Nevers,58194,M,Jules,2,2021
Nevers,58194,F,Kalya,1,2021
Nevers,58194,M,Léo,1,2021
Nevers,58194,M,Léon,1,2021
Nevers,58194,F,Lina,1,2021
Nevers,58194,F,Lisa,1,2021
Nevers,58194,F,Lise,1,2021
Nevers,58194,M,Loghan,1,2021
Nevers,58194,F,Lola,1,2021
Nevers,58194,F,Lou,2,2021
Nevers,58194,F,Loü,1,2021
Nevers,58194,F,Louane,1,2021
Nevers,58194,F,Lylah,1,2021
Nevers,58194,M,Maël,1,2021
Nevers,58194,F,Maëlle,1,2021
Nevers,58194,M,Maného,1,2021
Nevers,58194,M,Marin,1,2021
Nevers,58194,F,Marissa,1,2021
Nevers,58194,M,Marlon,1,2021
Nevers,58194,M,Mathéo,1,2021
Nevers,58194,M,Mathis,2,2021
Nevers,58194,F,Mia,1,2021
Nevers,58194,M,Milan,1,2021
Nevers,58194,M,Milo,1,2021
Nevers,58194,F,Mylënna,1,2021
Nevers,58194,F,Naomi,1,2021
Nevers,58194,M,Nathanaël,1,2021
Nevers,58194,M,Noâm,1,2021
Nevers,58194,M,Nolan,1,2021
Nevers,58194,F,Nyna,1,2021
Nevers,58194,M,Paul,2,2021
Nevers,58194,F,Romy,1,2021
Nevers,58194,M,Sacha,1,2021
Nevers,58194,F,Sarah,1,2021
Nevers,58194,M,Simon,1,2021
Nevers,58194,F,Soussaba,1,2021
Nevers,58194,F,Taycir,1,2021
Nevers,58194,M,Ténaël,1,2021
Nevers,58194,F,Thalia,1,2021
Nevers,58194,M,Théo,1,2021
Nevers,58194,M,Thiago,1,2021
Nevers,58194,M,Thyago,1,2021
Nevers,58194,M,Timéo,1,2021
Nevers,58194,M,Victor,1,2021
Nevers,58194,M,Vinchenzo,1,2021
Nevers,58194,M,Warren,1,2021
Nevers,58194,M,Wassim,1,2021
Nevers,58194,F,Yaël,1,2021
Nevers,58194,M,Yassine,1,2021
Nevers,58194,F,Yiana,1,2021
Nevers,58194,F,Ylianna,1,2021
Nevers,58194,M,Youssef,1,2021
Nevers,58194,M,Aaron,10,2020
Nevers,58194,F,Abby,1,2020
Nevers,58194,F,Abigaïl,1,2020
Nevers,58194,M,Achille,2,2020
Nevers,58194,M,Adam,2,2020
Nevers,58194,M,Adel,1,2020
Nevers,58194,F,Adéle,1,2020
Nevers,58194,F,Adèle,3,2020
Nevers,58194,M,Adem,1,2020
Nevers,58194,M,Aden,1,2020
Nevers,58194,M,Adrian,1,2020
Nevers,58194,M,Adrien,1,2020
Nevers,58194,F,Adriyana,1,2020
Nevers,58194,F,Aënaelle,1,2020
Nevers,58194,F,Agathe,4,2020
Nevers,58194,M,Aiden,1,2020
Nevers,58194,M,Aimé,1,2020
Nevers,58194,M,Aimé-Patrick,1,2020
Nevers,58194,F,Aïssa,1,2020
Nevers,58194,F,Ajsi,1,2020
Nevers,58194,M,Al,1,2020
Nevers,58194,F,Alana,1,2020
Nevers,58194,F,Alba,1,2020
Nevers,58194,M,Alban,1,2020
Nevers,58194,F,Albane,2,2020
Nevers,58194,M,Alec,2,2020
Nevers,58194,M,Aleck,1,2020
Nevers,58194,M,Aléssio,1,2020
Nevers,58194,M,Alex,1,2020
Nevers,58194,F,Alexandra,1,2020
Nevers,58194,M,Alexandre,1,2020
Nevers,58194,F,Alexane,1,2020
Nevers,58194,M,Alexis,1,2020
Nevers,58194,M,Aléxis,1,2020
Nevers,58194,M,Ali,1,2020
Nevers,58194,F,Alia,1,2020
Nevers,58194,F,Alice,9,2020
Nevers,58194,F,Aliénor,1,2020
Nevers,58194,F,Aline,2,2020
Nevers,58194,F,Alix,3,2020
Nevers,58194,M,Allan,1,2020
Nevers,58194,F,Alma,1,2020
Nevers,58194,M,Aloïs,1,2020
Nevers,58194,F,Alya,3,2020
Nevers,58194,F,Alyah,1,2020
Nevers,58194,F,Alyssa,1,2020
Nevers,58194,F,Alyzée,1,2020
Nevers,58194,F,Amandine,1,2020
Nevers,58194,M,Amar,1,2020
Nevers,58194,F,Amaya,1,2020
Nevers,58194,F,Ambre,3,2020
Nevers,58194,M,Amed,1,2020
Nevers,58194,F,Amélia,1,2020
Nevers,58194,F,Amélya,1,2020
Nevers,58194,F,Amina,1,2020
Nevers,58194,M,Amine,1,2020
Nevers,58194,F,Amira,1,2020
Nevers,58194,F,Amy,1,2020
Nevers,58194,F,Anaé,1,2020
Nevers,58194,F,Anaë,1,2020
Nevers,58194,M,Anatole,2,2020
Nevers,58194,M,Ange,1,2020
Nevers,58194,F,Anissa,2,2020
Nevers,58194,F,Anna,2,2020
Nevers,58194,F,Annabelle,1,2020
Nevers,58194,M,Antoine,6,2020
Nevers,58194,M,Antonin,1,2020
Nevers,58194,M,Aram,1,2020
Nevers,58194,F,Arin,1,2020
Nevers,58194,M,Aris,1,2020
Nevers,58194,M,Armand,1,2020
Nevers,58194,M,Arnold,1,2020
Nevers,58194,M,Arthur,6,2020
Nevers,58194,M,Artyom,1,2020
Nevers,58194,F,Arya,1,2020
Nevers,58194,F,Ashley,1,2020
Nevers,58194,F,Assia,1,2020
Nevers,58194,M,Augustin,2,2020
Nevers,58194,F,Augustine,1,2020
Nevers,58194,F,Aurore,1,2020
Nevers,58194,F,Ava,1,2020
Nevers,58194,M,Axel,2,2020
Nevers,58194,F,Axelle,1,2020
Nevers,58194,F,Aya,1,2020
Nevers,58194,M,Ayann,1,2020
Nevers,58194,M,Aydan,1,2020
Nevers,58194,M,Ayden,1,2020
Nevers,58194,F,Ayna,1,2020
Nevers,58194,M,Ayoub,1,2020
Nevers,58194,M,Ayron,1,2020
Nevers,58194,M,Balthazar,1,2020
Nevers,58194,M,Baptiste,3,2020
Nevers,58194,M,Basile,1,2020
Nevers,58194,F,Basmala,1,2020
Nevers,58194,M,Benjamin,2,2020
Nevers,58194,F,Bérénice,1,2020
Nevers,58194,M,Béryl,1,2020
Nevers,58194,F,Blanche,1,2020
Nevers,58194,M,Brayton,1,2020
Nevers,58194,M,Bryan,1,2020
Nevers,58194,F,Camélia,1,2020
Nevers,58194,F,Camille,5,2020
Nevers,58194,M,Camille,1,2020
Nevers,58194,F,Capucine,4,2020
Nevers,58194,M,Carson,1,2020
Nevers,58194,F,Cassie,2,2020
Nevers,58194,F,Cassiopée,1,2020
Nevers,58194,F,Cassy,1,2020
Nevers,58194,M,Castiel,1,2020
Nevers,58194,F,Cataleya,1,2020
Nevers,58194,F,Catalina,1,2020
Nevers,58194,F,Cécilia,1,2020
Nevers,58194,F,Célène,1,2020
Nevers,58194,M,Célestin,1,2020
Nevers,58194,F,Célestine,1,2020
Nevers,58194,M,Célian,1,2020
Nevers,58194,F,Célie,1,2020
Nevers,58194,M,Charles,1,2020
Nevers,58194,M,Charlie,1,2020
Nevers,58194,F,Charlie,4,2020
Nevers,58194,F,Charlotte,5,2020
Nevers,58194,M,Charoubim,1,2020
Nevers,58194,F,Chiara,2,2020
Nevers,58194,F,Chimène,1,2020
Nevers,58194,F,Chloé,8,2020
Nevers,58194,F,Clara,2,2020
Nevers,58194,F,Clélia,1,2020
Nevers,58194,F,Clémence,2,2020
Nevers,58194,M,Clément,2,2020
Nevers,58194,F,Cloé,1,2020
Nevers,58194,F,Clotilde,1,2020
Nevers,58194,M,Clyde,1,2020
Nevers,58194,F,Coline,1,2020
Nevers,58194,M,Côme,5,2020
Nevers,58194,F,Constance,2,2020
Nevers,58194,M,Constant,1,2020
Nevers,58194,M,Corentin,1,2020
Nevers,58194,M,Cyriel,1,2020
Nevers,58194,F,Daenerys,1,2020
Nevers,58194,M,Daim,1,2020
Nevers,58194,M,Dancho,1,2020
Nevers,58194,F,Danie,1,2020
Nevers,58194,M,Daniel,1,2020
Nevers,58194,M,Darwen,1,2020
Nevers,58194,M,David,1,2020
Nevers,58194,M,David-Joseph,1,2020
Nevers,58194,M,Daymon,1,2020
Nevers,58194,M,Dean,1,2020
Nevers,58194,M,Diego,1,2020
Nevers,58194,F,Dina,1,2020
Nevers,58194,F,Dîna,1,2020
Nevers,58194,F,Djéléna,1,2020
Nevers,58194,M,Djeston,1,2020
Nevers,58194,M,Djibril,1,2020
Nevers,58194,M,Djilan,1,2020
Nevers,58194,F,Djiwaï,1,2020
Nevers,58194,M,Djulian,1,2020
Nevers,58194,M,Donny,1,2020
Nevers,58194,M,Donovan,1,2020
Nevers,58194,F,Donyazad,1,2020
Nevers,58194,F,Doria,1,2020
Nevers,58194,M,Dorian,1,2020
Nevers,58194,F,Doumitra,1,2020
Nevers,58194,F,Dünya,1,2020
Nevers,58194,F,Eden,1,2020
Nevers,58194,M,Eden,3,2020
Nevers,58194,M,Edgar,1,2020
Nevers,58194,M,Edhen,1,2020
Nevers,58194,F,Elaïa,1,2020
Nevers,58194,F,Elena,2,2020
Nevers,58194,F,Eléna,2,2020
Nevers,58194,F,Elia,1,2020
Nevers,58194,F,Élia,2,2020
Nevers,58194,F,Elina,2,2020
Nevers,58194,F,Éline,1,2020
Nevers,58194,M,Elio,4,2020
Nevers,58194,M,Élio,1,2020
Nevers,58194,M,Eliott,1,2020
Nevers,58194,F,Elisa,2,2020
Nevers,58194,F,Elise,2,2020
Nevers,58194,F,Elma,1,2020
Nevers,58194,F,Elsa,1,2020
Nevers,58194,F,Elvira,1,2020
Nevers,58194,M,Ely,1,2020
Nevers,58194,F,Elya,1,2020
Nevers,58194,F,Elyn,1,2020
Nevers,58194,F,Élynha,1,2020
Nevers,58194,M,Elyo,1,2020
Nevers,58194,F,Elysa,1,2020
Nevers,58194,F,Elyse,1,2020
Nevers,58194,F,Elza,2,2020
Nevers,58194,F,Emilia,1,2020
Nevers,58194,M,Emilio,1,2020
Nevers,58194,F,Emma,7,2020
Nevers,58194,M,Emmanuel,1,2020
Nevers,58194,M,Emrys,1,2020
Nevers,58194,F,Emy,3,2020
Nevers,58194,F,Émy,1,2020
Nevers,58194,F,Ëmy,1,2020
Nevers,58194,M,Enaël,1,2020
Nevers,58194,M,Énoé,1,2020
Nevers,58194,F,Enola,1,2020
Nevers,58194,F,Enora,2,2020
Nevers,58194,M,Enzo,6,2020
Nevers,58194,M,Erbay,1,2020
Nevers,58194,M,Erdem,1,2020
Nevers,58194,F,Erina,1,2020
Nevers,58194,M,Erwan,2,2020
Nevers,58194,F,Esma,1,2020
Nevers,58194,M,Esteban,3,2020
Nevers,58194,F,Esther,1,2020
Nevers,58194,M,Etan,1,2020
Nevers,58194,M,Ethan,2,2020
Nevers,58194,F,Eva,1,2020
Nevers,58194,M,Evan,1,2020
Nevers,58194,F,Evana,1,2020
Nevers,58194,F,Evy,1,2020
Nevers,58194,M,Ewan,1,2020
Nevers,58194,M,Ezéchiel,1,2020
Nevers,58194,M,Ezio,1,2020
Nevers,58194,F,Fanny,1,2020
Nevers,58194,F,Fatita,1,2020
Nevers,58194,F,Faustine,1,2020
Nevers,58194,M,Fayçal,1,2020
Nevers,58194,F,Félia,1,2020
Nevers,58194,M,Fodé,1,2020
Nevers,58194,M,Gabin,9,2020
Nevers,58194,M,Gabriel,11,2020
Nevers,58194,F,Gabriella,1,2020
Nevers,58194,F,Gabrielle,1,2020
Nevers,58194,F,Gaëlle,1,2020
Nevers,58194,F,Gaïa,3,2020
Nevers,58194,F,Garance,2,2020
Nevers,58194,M,Gaspard,2,2020
Nevers,58194,F,Geneviève,1,2020
Nevers,58194,M,Gennaro,1,2020
Nevers,58194,M,Germain,1,2020
Nevers,58194,F,Gianna,1,2020
Nevers,58194,F,Giulia,1,2020
Nevers,58194,M,Gustave,2,2020
Nevers,58194,M,Habib,1,2020
Nevers,58194,M,Hadrien,1,2020
Nevers,58194,F,Hailey,2,2020
Nevers,58194,F,Hanna,1,2020
Nevers,58194,F,Harper,1,2020
Nevers,58194,M,Hassan,1,2020
Nevers,58194,M,Hayden,1,2020
Nevers,58194,F,Heather,1,2020
Nevers,58194,F,Héline,1,2020
Nevers,58194,F,Héloïse,1,2020
Nevers,58194,F,Helori,1,2020
Nevers,58194,M,Heynaël,1,2020
Nevers,58194,F,Hezekiah,1,2020
Nevers,58194,F,Honorine,1,2020
Nevers,58194,M,Hugo,7,2020
Nevers,58194,F,Iana-Rojustia,1,2020
Nevers,58194,M,Ibrahim,1,2020
Nevers,58194,M,Idriss,1,2020
Nevers,58194,M,Idryss,1,2020
Nevers,58194,M,Ilan,2,2020
Nevers,58194,F,Ilana,1,2020
Nevers,58194,F,Ilianna,1,2020
Nevers,58194,M,Illidan,1,2020
Nevers,58194,F,Ilona,1,2020
Nevers,58194,M,Ilyan,1,2020
Nevers,58194,M,Ilyès,1,2020
Nevers,58194,M,Ilyess,1,2020
Nevers,58194,F,Inaya,4,2020
Nevers,58194,F,Inès,2,2020
Nevers,58194,F,Inna,1,2020
Nevers,58194,F,Innaya,1,2020
Nevers,58194,F,Insaf,1,2020
Nevers,58194,M,Iony,1,2020
Nevers,58194,F,Iris,4,2020
Nevers,58194,M,Isaac,4,2020
Nevers,58194,F,Isaure,1,2020
Nevers,58194,F,Isia,1,2020
Nevers,58194,M,Ismaël,1,2020
Nevers,58194,F,Ivana,1,2020
Nevers,58194,F,Ivanna,1,2020
Nevers,58194,M,Izan,1,2020
Nevers,58194,M,Jabron,1,2020
Nevers,58194,F,Jade,4,2020
Nevers,58194,M,James,1,2020
Nevers,58194,F,Jana,1,2020
Nevers,58194,F,Jasma,1,2020
Nevers,58194,M,Jawhar,1,2020
Nevers,58194,M,Jayson,1,2020
Nevers,58194,F,Jeanne,4,2020
Nevers,58194,M,Jibril,1,2020
Nevers,58194,M,Johan,1,2020
Nevers,58194,M,Jolano,1,2020
Nevers,58194,M,Jonas,2,2020
Nevers,58194,M,Joseph,1,2020
Nevers,58194,M,Josué,1,2020
Nevers,58194,F,Joy,1,2020
Nevers,58194,F,Joyce,2,2020
Nevers,58194,F,Judy,1,2020
Nevers,58194,M,Jules,4,2020
Nevers,58194,F,Julia,4,2020
Nevers,58194,M,Juliàn,1,2020
Nevers,58194,M,Juliano,1,2020
Nevers,58194,F,Juliette,3,2020
Nevers,58194,F,Julya,1,2020
Nevers,58194,M,Junaid,1,2020
Nevers,58194,F,Justine,3,2020
Nevers,58194,F,Kadiatou,1,2020
Nevers,58194,M,Kahys,1,2020
Nevers,58194,M,Kaïs,2,2020
Nevers,58194,F,Kaissy,1,2020
Nevers,58194,F,Kamélia,1,2020
Nevers,58194,F,Kamila,1,2020
Nevers,58194,M,Karamba,1,2020
Nevers,58194,M,Karim,1,2020
Nevers,58194,M,Karty,1,2020
Nevers,58194,M,Kassim,1,2020
Nevers,58194,F,Kataleya,1,2020
Nevers,58194,M,Kayden,1,2020
Nevers,58194,F,Kayenah,1,2020
Nevers,58194,F,Kayla,1,2020
Nevers,58194,M,Kaylon,1,2020
Nevers,58194,M,Kaysan,1,2020
Nevers,58194,M,Kayton,1,2020
Nevers,58194,F,Kelssy,1,2020
Nevers,58194,M,Kelvin,1,2020
Nevers,58194,F,Këlyah,1,2020
Nevers,58194,M,Këlyo,1,2020
Nevers,58194,F,Kelza,1,2020
Nevers,58194,F,Kendra,1,2020
Nevers,58194,F,Kenza,1,2020
Nevers,58194,M,Kenzo,3,2020
Nevers,58194,F,Kenzy,1,2020
Nevers,58194,M,Khalid,1,2020
Nevers,58194,M,Khélyio,1,2020
Nevers,58194,F,Kiara,1,2020
Nevers,58194,F,Kléa,1,2020
Nevers,58194,F,Laïna,1,2020
Nevers,58194,F,Laly,1,2020
Nevers,58194,F,Lara,3,2020
Nevers,58194,F,Lauréline,1,2020
Nevers,58194,F,Laya,1,2020
Nevers,58194,F,Layna,1,2020
Nevers,58194,F,Léa,10,2020
Nevers,58194,F,Léana,3,2020
Nevers,58194,M,Léandre,2,2020
Nevers,58194,M,Leandro,1,2020
Nevers,58194,F,Léane,1,2020
Nevers,58194,F,Leena,1,2020
Nevers,58194,F,Leila,1,2020
Nevers,58194,F,Léna,5,2020
Nevers,58194,M,Lénaïc,1,2020
Nevers,58194,F,Lenka,1,2020
Nevers,58194,M,Lenny,2,2020
Nevers,58194,M,Lény,1,2020
Nevers,58194,M,Léo,9,2020
Nevers,58194,M,Leon,1,2020
Nevers,58194,M,Léon,4,2020
Nevers,58194,F,Léonie,1,2020
Nevers,58194,M,Léopold,1,2020
Nevers,58194,M,Lev,1,2020
Nevers,58194,F,Lexa,1,2020
Nevers,58194,F,Leya,1,2020
Nevers,58194,F,Leyna,1,2020
Nevers,58194,M,Leysson,1,2020
Nevers,58194,F,Lia,1,2020
Nevers,58194,M,Liam,6,2020
Nevers,58194,F,Liana,1,2020
Nevers,58194,F,Lilou,3,2020
Nevers,58194,F,Lilya,1,2020
Nevers,58194,F,Lilyana,1,2020
Nevers,58194,F,Lina,3,2020
Nevers,58194,F,Linda,1,2020
Nevers,58194,F,Line,1,2020
Nevers,58194,M,Lino,1,2020
Nevers,58194,F,Linoa,1,2020
Nevers,58194,F,Lira,1,2020
Nevers,58194,F,Lisa,2,2020
Nevers,58194,F,Lise-Marie,1,2020
Nevers,58194,F,Lison,2,2020
Nevers,58194,F,Livia,1,2020
Nevers,58194,F,Liya,1,2020
Nevers,58194,F,Loane,1,2020
Nevers,58194,M,Loann,1,2020
Nevers,58194,M,Logan,3,2020
Nevers,58194,M,Logan-Loup,1,2020
Nevers,58194,M,Lohann,1,2020
Nevers,58194,M,Loïs,1,2020
Nevers,58194,F,Lola,6,2020
Nevers,58194,F,Loowan,1,2020
Nevers,58194,M,Lorenzo,1,2020
Nevers,58194,M,Loris,2,2020
Nevers,58194,F,Lou,6,2020
Nevers,58194,F,Louane,1,2020
Nevers,58194,M,Louay,1,2020
Nevers,58194,M,Louen,1,2020
Nevers,58194,M,Louën,1,2020
Nevers,58194,M,Louis,3,2020
Nevers,58194,F,Louisa,2,2020
Nevers,58194,F,Louise,12,2020
Nevers,58194,F,Louison,1,2020
Nevers,58194,F,Louna,5,2020
Nevers,58194,F,Louna-Esther,1,2020
Nevers,58194,M,Louqman,1,2020
Nevers,58194,F,Luatasi,1,2020
Nevers,58194,M,Lucas,4,2020
Nevers,58194,F,Lucie,3,2020
Nevers,58194,M,Lucien,1,2020
Nevers,58194,F,Luisana,1,2020
Nevers,58194,M,Luka,1,2020
Nevers,58194,F,Luna,5,2020
Nevers,58194,M,Luneçenzo,1,2020
Nevers,58194,F,Lya,1,2020
Nevers,58194,F,Lyah,1,2020
Nevers,58194,M,Lyam,3,2020
Nevers,58194,F,Lyanah,1,2020
Nevers,58194,F,Lyla,1,2020
Nevers,58194,M,Lylio,1,2020
Nevers,58194,F,Lylou,1,2020
Nevers,58194,F,Lyna,3,2020
Nevers,58194,F,Lynaëlle,1,2020
Nevers,58194,M,Lyvio,1,2020
Nevers,58194,F,Maddy,2,2020
Nevers,58194,F,Madeline,1,2020
Nevers,58194,F,Madeyline,1,2020
Nevers,58194,M,Maé,1,2020
Nevers,58194,M,Maë,1,2020
Nevers,58194,M,Maël,9,2020
Nevers,58194,F,Maëlle,1,2020
Nevers,58194,F,Maëllya,1,2020
Nevers,58194,F,Maëlya,1,2020
Nevers,58194,F,Maëlys,2,2020
Nevers,58194,M,Mahé,2,2020
Nevers,58194,F,Mahëlia,1,2020
Nevers,58194,F,Mahéline,1,2020
Nevers,58194,F,Maïssa,1,2020
Nevers,58194,F,Maïwen,1,2020
Nevers,58194,F,Maïwenn,1,2020
Nevers,58194,M,Malcolm,1,2020
Nevers,58194,M,Malcom,1,2020
Nevers,58194,M,Malo,1,2020
Nevers,58194,F,Maloé,1,2020
Nevers,58194,M,Malone,1,2020
Nevers,58194,F,Malya,2,2020
Nevers,58194,F,Malysia,1,2020
Nevers,58194,M,Mamadou,1,2020
Nevers,58194,F,Manéssa,1,2020
Nevers,58194,M,Manoé,1,2020
Nevers,58194,F,Manon,3,2020
Nevers,58194,M,Marceau,4,2020
Nevers,58194,F,Margaux,5,2020
Nevers,58194,F,Margot,3,2020
Nevers,58194,F,Mariam,1,2020
Nevers,58194,F,Mariame,1,2020
Nevers,58194,F,Marie,2,2020
Nevers,58194,F,Marie-Lou,1,2020
Nevers,58194,M,Marin,1,2020
Nevers,58194,M,Marius,2,2020
Nevers,58194,M,Marley,1,2020
Nevers,58194,M,Martin,3,2020
Nevers,58194,F,Marya,1,2020
Nevers,58194,M,Matéo,3,2020
Nevers,58194,M,Mathéo,3,2020
Nevers,58194,M,Mathias,1,2020
Nevers,58194,M,Mathieu,1,2020
Nevers,58194,M,Mathis,2,2020
Nevers,58194,M,Mattéis,1,2020
Nevers,58194,M,Mattéo,2,2020
Nevers,58194,M,Matthias,1,2020
Nevers,58194,M,Matys,1,2020
Nevers,58194,M,Max,1,2020
Nevers,58194,M,Maxence,2,2020
Nevers,58194,M,Maxime,1,2020
Nevers,58194,F,Maya,2,2020
Nevers,58194,F,Mayla,1,2020
Nevers,58194,F,Maylia,1,2020
Nevers,58194,M,Maylon,1,2020
Nevers,58194,M,Maylone,2,2020
Nevers,58194,M,Maylonn,1,2020
Nevers,58194,M,Mayron,2,2020
Nevers,58194,F,Maysae,1,2020
Nevers,58194,F,Mayssa,1,2020
Nevers,58194,M,Maywiss,1,2020
Nevers,58194,F,Meghan,1,2020
Nevers,58194,F,Meïlyne,1,2020
Nevers,58194,F,Melina,1,2020
Nevers,58194,F,Melisa,1,2020
Nevers,58194,F,Mélissa,2,2020
Nevers,58194,F,Mélodie,1,2020
Nevers,58194,F,Mélody,1,2020
Nevers,58194,F,Mélya,1,2020
Nevers,58194,F,Mélyna,1,2020
Nevers,58194,F,Meryem,1,2020
Nevers,58194,M,Meylan,1,2020
Nevers,58194,F,Mia,4,2020
Nevers,58194,M,Michel,1,2020
Nevers,58194,F,Mila,7,2020
Nevers,58194,M,Milann,2,2020
Nevers,58194,M,Milànn,1,2020
Nevers,58194,F,Milla,1,2020
Nevers,58194,M,Milo,3,2020
Nevers,58194,F,Miya,2,2020
Nevers,58194,M,Mohamad,1,2020
Nevers,58194,M,Mohammad,2,2020
Nevers,58194,M,Mokhtar,1,2020
Nevers,58194,M,Moncef,1,2020
Nevers,58194,F,Mooï,1,2020
Nevers,58194,M,Morgan,2,2020
Nevers,58194,M,Muhammedali,1,2020
Nevers,58194,F,Mya,2,2020
Nevers,58194,F,Myla,2,2020
Nevers,58194,M,Mylann,1,2020
Nevers,58194,M,Nael,1,2020
Nevers,58194,M,Naël,4,2020
Nevers,58194,F,Naélou,1,2020
Nevers,58194,M,Nahel,1,2020
Nevers,58194,M,Nahim,1,2020
Nevers,58194,F,Naïa,1,2020
Nevers,58194,F,Naila,1,2020
Nevers,58194,M,Nassim,1,2020
Nevers,58194,M,Nathan,4,2020
Nevers,58194,M,Nathanaël,1,2020
Nevers,58194,M,Nathaniel,1,2020
Nevers,58194,F,Neïla,1,2020
Nevers,58194,M,Néo,1,2020
Nevers,58194,F,Néréïs,1,2020
Nevers,58194,F,Nevena,1,2020
Nevers,58194,M,Nick,1,2020
Nevers,58194,M,Nicky,1,2020
Nevers,58194,M,Niels,1,2020
Nevers,58194,F,Nina,1,2020
Nevers,58194,F,Ninah,1,2020
Nevers,58194,M,Nino,6,2020
Nevers,58194,F,Ninon,2,2020
Nevers,58194,F,Nivetha,1,2020
Nevers,58194,F,N'Namou,1,2020
Nevers,58194,M,Noa,2,2020
Nevers,58194,M,Noah,5,2020
Nevers,58194,M,Noé,6,2020
Nevers,58194,M,Noè,1,2020
Nevers,58194,F,Noélie,3,2020
Nevers,58194,F,Noémie,1,2020
Nevers,58194,M,Noham-Nehel,1,2020
Nevers,58194,M,Nohan,1,2020
Nevers,58194,F,Nola,1,2020
Nevers,58194,M,Nolan,6,2020
Nevers,58194,M,Nolane,1,2020
Nevers,58194,M,Nolhan,2,2020
Nevers,58194,F,Noor,1,2020
Nevers,58194,F,Nora,1,2020
Nevers,58194,F,Norah,1,2020
Nevers,58194,F,Nour,1,2020
Nevers,58194,M,Nouri,1,2020
Nevers,58194,F,Oléna,1,2020
Nevers,58194,F,Olympe,1,2020
Nevers,58194,M,Omar,1,2020
Nevers,58194,M,Omerfaruk,1,2020
Nevers,58194,F,Oriana,1,2020
Nevers,58194,M,Oscar,1,2020
Nevers,58194,M,Osea,1,2020
Nevers,58194,M,Ounays,1,2020
Nevers,58194,M,Ousman,1,2020
Nevers,58194,M,Owenn,1,2020
Nevers,58194,M,Owënn,1,2020
Nevers,58194,M,Patrick-William,1,2020
Nevers,58194,M,Paul,10,2020
Nevers,58194,F,Pauline,2,2020
Nevers,58194,M,Paul-Ylan,1,2020
Nevers,58194,M,Philibert,1,2020
Nevers,58194,F,Philomena,1,2020
Nevers,58194,M,Preston,1,2020
Nevers,58194,F,Prune,1,2020
Nevers,58194,F,Rachele,1,2020
Nevers,58194,M,Rafael,1,2020
Nevers,58194,M,Raïley,1,2020
Nevers,58194,F,Ranma,1,2020
Nevers,58194,M,Raphaël,6,2020
Nevers,58194,M,Rasko,1,2020
Nevers,58194,M,Rayane,1,2020
Nevers,58194,F,Rebeka,1,2020
Nevers,58194,M,Redwan,1,2020
Nevers,58194,M,Riad,1,2020
Nevers,58194,M,Ricardo,1,2020
Nevers,58194,M,Riyad,1,2020
Nevers,58194,M,Robby,1,2020
Nevers,58194,M,Roman,1,2020
Nevers,58194,F,Romane,2,2020
Nevers,58194,M,Roméo,3,2020
Nevers,58194,F,Romie,1,2020
Nevers,58194,F,Romy,3,2020
Nevers,58194,F,Rose,5,2020
Nevers,58194,F,Rubis,1,2020
Nevers,58194,M,Rufat,1,2020
Nevers,58194,M,Sacha,6,2020
Nevers,58194,F,Salomé,1,2020
Nevers,58194,M,Salomon,1,2020
Nevers,58194,M,Sam,1,2020
Nevers,58194,M,Samuel,1,2020
Nevers,58194,F,Sana,1,2020
Nevers,58194,F,Sarah,1,2020
Nevers,58194,F,Saran,1,2020
Nevers,58194,M,Sasha,1,2020
Nevers,58194,F,Scarlett,1,2020
Nevers,58194,F,Selena,1,2020
Nevers,58194,F,Selina,1,2020
Nevers,58194,M,Senol,1,2020
Nevers,58194,F,Serena,1,2020
Nevers,58194,F,Séréna,1,2020
Nevers,58194,M,Séveyn,1,2020
Nevers,58194,M,Shahin,1,2020
Nevers,58194,F,Shana,1,2020
Nevers,58194,F,Sharon,1,2020
Nevers,58194,F,Shayana,1,2020
Nevers,58194,F,Shayna,1,2020
Nevers,58194,F,Shelby,1,2020
Nevers,58194,M,Sheldon,1,2020
