COMMUNE_NOM,COLL_INSEE,ENFANT_SEXE,ENFANT_PRENOM,NOMBRE_OCCURRENCES,ANNEE
Nevers,58194,F,Bénédicte,2,1980
Nevers,58194,M,Benjamin,7,1980
Nevers,58194,M,Benoit,9,1980
Nevers,58194,M,Benoît,1,1980
Nevers,58194,F,Bérangère,3,1980
Nevers,58194,F,Bernadette,2,1980
Nevers,58194,M,Bertrand,8,1980
Nevers,58194,F,Betty,1,1980
Nevers,58194,F,Betul,1,1980
Nevers,58194,M,Boris,1,1980
Nevers,58194,M,Brice,6,1980
Nevers,58194,M,Bruce,1,1980
Nevers,58194,M,Bruno,4,1980
Nevers,58194,M,Camille,1,1980
Nevers,58194,F,Candie,1,1980
Nevers,58194,F,Carine,2,1980
Nevers,58194,F,Carla,1,1980
Nevers,58194,F,Carole,12,1980
Nevers,58194,F,Caroline,12,1980
Nevers,58194,F,Catherine,5,1980
Nevers,58194,F,Cecile,1,1980
Nevers,58194,F,Cécile,10,1980
Nevers,58194,M,Cedric,9,1980
Nevers,58194,M,Cédric,13,1980
Nevers,58194,F,Celine,12,1980
Nevers,58194,F,Céline,22,1980
Nevers,58194,M,Charles,1,1980
Nevers,58194,M,Charles-Henry,1,1980
Nevers,58194,F,Charlotte,5,1980
Nevers,58194,F,Christelle,14,1980
Nevers,58194,F,Christine,2,1980
Nevers,58194,M,Christophe,26,1980
Nevers,58194,F,Chrystelle,2,1980
Nevers,58194,M,Ciryl,1,1980
Nevers,58194,M,Clair,1,1980
Nevers,58194,F,Claire,9,1980
Nevers,58194,F,Clarisse,2,1980
Nevers,58194,M,Claude,3,1980
Nevers,58194,F,Claude,1,1980
Nevers,58194,F,Claudie,1,1980
Nevers,58194,F,Claudine,2,1980
Nevers,58194,F,Clémence,1,1980
Nevers,58194,M,Clémente,1,1980
Nevers,58194,F,Clémentine,1,1980
Nevers,58194,F,Clotilde,1,1980
Nevers,58194,F,Coline,1,1980
Nevers,58194,F,Coralie,3,1980
Nevers,58194,F,Corinne,3,1980
Nevers,58194,M,Cyprien,1,1980
Nevers,58194,M,Cyriaque,1,1980
Nevers,58194,M,Cyril,14,1980
Nevers,58194,M,Damien,14,1980
Nevers,58194,M,Daniel,2,1980
Nevers,58194,F,Danielle,2,1980
Nevers,58194,M,David,29,1980
Nevers,58194,F,Davina,1,1980
Nevers,58194,M,Davy,1,1980
Nevers,58194,F,Deborah,1,1980
Nevers,58194,F,Déborah,1,1980
Nevers,58194,F,Delphine,12,1980
Nevers,58194,M,Denis,1,1980
Nevers,58194,F,Diane,1,1980
Nevers,58194,M,Didier,1,1980
Nevers,58194,M,Dimitri,1,1980
Nevers,58194,M,Dominique,1,1980
Nevers,58194,F,Doriane,1,1980
Nevers,58194,F,Dorothée,4,1980
Nevers,58194,M,Driss,1,1980
Nevers,58194,M,Eddy,2,1980
Nevers,58194,F,Edwige,1,1980
Nevers,58194,F,Elisabeth,1,1980
Nevers,58194,F,Elise,5,1980
Nevers,58194,F,Elodie,13,1980
Nevers,58194,F,Eloïse,1,1980
Nevers,58194,F,Emilie,25,1980
Nevers,58194,M,Emmanuel,13,1980
Nevers,58194,F,Emmanuelle,3,1980
Nevers,58194,M,Eric,5,1980
Nevers,58194,F,Erica,2,1980
Nevers,58194,F,Estelle,2,1980
Nevers,58194,M,Etienne,2,1980
Nevers,58194,M,Eusebio,1,1980
Nevers,58194,M,Fabien,5,1980
Nevers,58194,F,Fabienne,4,1980
Nevers,58194,M,Fabio,1,1980
Nevers,58194,M,Fabrice,4,1980
Nevers,58194,F,Fanny,8,1980
Nevers,58194,F,Fany,1,1980
Nevers,58194,M,Faouzi,1,1980
Nevers,58194,F,Fatima,1,1980
Nevers,58194,F,Faustine,1,1980
Nevers,58194,F,Fleur,1,1980
Nevers,58194,F,Flora,1,1980
Nevers,58194,F,Florence,5,1980
Nevers,58194,M,Florent,4,1980
Nevers,58194,M,Florian,6,1980
Nevers,58194,F,Floriane,1,1980
Nevers,58194,F,Florie,1,1980
Nevers,58194,F,Florina,1,1980
Nevers,58194,F,Fouzia,1,1980
Nevers,58194,F,Francine,1,1980
Nevers,58194,M,Francis,1,1980
Nevers,58194,M,Franck,11,1980
Nevers,58194,M,Franck-Sébastien,1,1980
Nevers,58194,M,François,3,1980
Nevers,58194,F,Francoise,1,1980
Nevers,58194,M,Freddy,2,1980
Nevers,58194,M,Frederic,7,1980
Nevers,58194,M,Frédéric,19,1980
Nevers,58194,F,Frédérique,3,1980
Nevers,58194,M,Gabriel,1,1980
Nevers,58194,M,Gael,3,1980
Nevers,58194,M,Gaël,2,1980
Nevers,58194,F,Gaelle,1,1980
Nevers,58194,F,Gaëlle,8,1980
Nevers,58194,M,Gaëtan,1,1980
Nevers,58194,M,Gaspard,1,1980
Nevers,58194,M,Geoffroy,3,1980
Nevers,58194,M,Georges,1,1980
Nevers,58194,F,Géraldine,5,1980
Nevers,58194,M,Germain,1,1980
Nevers,58194,M,Gilbert,1,1980
Nevers,58194,F,Gladys,1,1980
Nevers,58194,F,Graziella,1,1980
Nevers,58194,M,Gregory,1,1980
Nevers,58194,M,Grégory,8,1980
Nevers,58194,M,Guilhem,1,1980
Nevers,58194,M,Guillaume,10,1980
Nevers,58194,F,Guillemette,1,1980
Nevers,58194,F,Gwenaëlle,2,1980
Nevers,58194,M,Hamdi,1,1980
Nevers,58194,M,Hatim,1,1980
Nevers,58194,M,Haycham,1,1980
Nevers,58194,F,Heidi,2,1980
Nevers,58194,F,Helene,2,1980
Nevers,58194,F,Hélène,7,1980
Nevers,58194,M,Henrique,1,1980
Nevers,58194,M,Herve,2,1980
Nevers,58194,M,Hervé,2,1980
Nevers,58194,M,Hubert-Henri,1,1980
Nevers,58194,F,Ingrid,2,1980
Nevers,58194,F,Isabelle,17,1980
Nevers,58194,M,Ismaël,1,1980
Nevers,58194,M,Jacky,1,1980
Nevers,58194,M,Jacques,1,1980
Nevers,58194,F,Jahida,1,1980
Nevers,58194,M,Jaime,1,1980
Nevers,58194,M,Jamal,1,1980
Nevers,58194,F,Jamila,1,1980
Nevers,58194,M,Jason,1,1980
Nevers,58194,M,Jean,1,1980
Nevers,58194,M,Jean-Baptiste,5,1980
Nevers,58194,M,Jean-Charles,2,1980
Nevers,58194,M,Jean-Guy,1,1980
Nevers,58194,M,Jean-Luc,1,1980
Nevers,58194,M,Jean-Marc,1,1980
Nevers,58194,M,Jean-Philippe,4,1980
Nevers,58194,M,Jean-Pierre,4,1980
Nevers,58194,M,Jean-Sebastien,1,1980
Nevers,58194,M,Jean-Sébastien,1,1980
Nevers,58194,M,Jean-Vincent,1,1980
Nevers,58194,F,Jennifer,3,1980
Nevers,58194,M,Jérémie,1,1980
Nevers,58194,M,Jeremy,1,1980
Nevers,58194,M,Jérémy,2,1980
Nevers,58194,M,Jerome,9,1980
Nevers,58194,M,Jérôme,22,1980
Nevers,58194,F,Jessica,1,1980
Nevers,58194,M,Jocelyn,1,1980
Nevers,58194,M,Joel,1,1980
Nevers,58194,F,Joelle,1,1980
Nevers,58194,M,Johan,2,1980
Nevers,58194,M,John,1,1980
Nevers,58194,M,Johny,1,1980
Nevers,58194,M,Jonathan,6,1980
Nevers,58194,M,Joris,1,1980
Nevers,58194,M,Joseph,1,1980
Nevers,58194,M,Judicaël,2,1980
Nevers,58194,M,Jules,1,1980
Nevers,58194,F,Julia,1,1980
Nevers,58194,M,Julian,1,1980
Nevers,58194,F,Julie,13,1980
Nevers,58194,M,Julien,28,1980
Nevers,58194,F,Juliette,3,1980
Nevers,58194,M,Kamel,1,1980
Nevers,58194,F,Kaouter,1,1980
Nevers,58194,F,Karelle,1,1980
Nevers,58194,F,Karen,1,1980
Nevers,58194,M,Karim,1,1980
Nevers,58194,F,Karima,1,1980
Nevers,58194,F,Karina,1,1980
Nevers,58194,F,Karine,10,1980
Nevers,58194,F,Katherine,1,1980
Nevers,58194,F,Katia,2,1980
Nevers,58194,M,Kevin,1,1980
Nevers,58194,M,Kévin,2,1980
Nevers,58194,M,Khalid,1,1980
Nevers,58194,F,Laetitia,19,1980
Nevers,58194,F,Laëtitia,1,1980
Nevers,58194,F,Laila,1,1980
Nevers,58194,F,Laïla,1,1980
Nevers,58194,F,Laura,1,1980
Nevers,58194,F,Laure,4,1980
Nevers,58194,F,Laurélia,1,1980
Nevers,58194,F,Laureline,1,1980
Nevers,58194,F,Laurence,4,1980
Nevers,58194,M,Laurent,10,1980
Nevers,58194,F,Lauriane,2,1980
Nevers,58194,F,Laurianne,1,1980
Nevers,58194,F,Laurie,1,1980
Nevers,58194,F,Leslie,1,1980
Nevers,58194,F,Lila,1,1980
Nevers,58194,F,Linda,2,1980
Nevers,58194,M,Lionel,2,1980
Nevers,58194,M,Loic,1,1980
Nevers,58194,M,Loïc,7,1980
Nevers,58194,M,Lucas,1,1980
Nevers,58194,F,Lucie,2,1980
Nevers,58194,F,Ludivine,2,1980
Nevers,58194,M,Ludovic,21,1980
Nevers,58194,F,Lydie,2,1980
Nevers,58194,F,Magali,8,1980
Nevers,58194,F,Magalie,1,1980
Nevers,58194,F,Maïlys,1,1980
Nevers,58194,M,Malek,1,1980
Nevers,58194,M,Malik,2,1980
Nevers,58194,F,Malika,3,1980
Nevers,58194,F,Malori,1,1980
Nevers,58194,M,Manuel,2,1980
Nevers,58194,M,Marc,3,1980
Nevers,58194,M,Marc-Antoine,1,1980
Nevers,58194,M,Marc-Henri,1,1980
Nevers,58194,M,Marc-Olivier,1,1980
Nevers,58194,F,Maria,1,1980
Nevers,58194,F,Marianne,1,1980
Nevers,58194,F,Marie,11,1980
Nevers,58194,F,Marie-Amélie,1,1980
Nevers,58194,F,Marie-Astrid,1,1980
Nevers,58194,F,Marie-Bérengère,1,1980
Nevers,58194,F,Marie-Laure,5,1980
Nevers,58194,F,Marie-Line,1,1980
Nevers,58194,F,Marielle,1,1980
Nevers,58194,F,Marie-Paule,1,1980
Nevers,58194,F,Marie-Sophie,1,1980
Nevers,58194,F,Marilyne,2,1980
Nevers,58194,M,Mario,2,1980
Nevers,58194,F,Marion,2,1980
Nevers,58194,F,Marjorie,2,1980
Nevers,58194,F,Mary,1,1980
Nevers,58194,F,Mary-Alicia,1,1980
Nevers,58194,F,Maryline,4,1980
Nevers,58194,M,Mathias,1,1980
Nevers,58194,M,Mathieu,10,1980
Nevers,58194,F,Mathilde,1,1980
Nevers,58194,M,Matthieu,9,1980
Nevers,58194,F,Maud,5,1980
Nevers,58194,M,Maxime,2,1980
Nevers,58194,M,Mehdi,1,1980
Nevers,58194,M,Mekram-Ahmed,1,1980
Nevers,58194,F,Melanie,1,1980
Nevers,58194,F,Mélanie,9,1980
Nevers,58194,F,Menoue,1,1980
Nevers,58194,M,Michael,7,1980
Nevers,58194,M,Michaël,23,1980
Nevers,58194,F,Michaella,1,1980
Nevers,58194,M,Michel,4,1980
Nevers,58194,F,Michelle,1,1980
Nevers,58194,M,Mickael,2,1980
Nevers,58194,M,Mickaël,5,1980
Nevers,58194,F,Mickaela,1,1980
Nevers,58194,M,Miguel,1,1980
Nevers,58194,M,Mikael,1,1980
Nevers,58194,M,Mikaël,2,1980
Nevers,58194,F,Mireille,1,1980
Nevers,58194,M,Moez,1,1980
Nevers,58194,M,Morad,2,1980
Nevers,58194,F,Morgane,2,1980
Nevers,58194,F,Mounia,1,1980
Nevers,58194,M,Mounir,1,1980
Nevers,58194,F,Mounya,1,1980
Nevers,58194,M,Mourad,1,1980
Nevers,58194,M,Murat,1,1980
Nevers,58194,F,Muriele,1,1980
Nevers,58194,F,Murielle,1,1980
Nevers,58194,F,Myosotis,1,1980
Nevers,58194,F,Myriam,1,1980
Nevers,58194,M,Nabil,2,1980
Nevers,58194,F,Nadège,3,1980
Nevers,58194,F,Nadia,2,1980
Nevers,58194,F,Nafissatou,1,1980
Nevers,58194,F,Naouale,1,1980
Nevers,58194,F,Natacha,1,1980
Nevers,58194,F,Nathalie,8,1980
Nevers,58194,F,Nelly,2,1980
Nevers,58194,M,Nicolas,64,1980
Nevers,58194,F,Noemie,1,1980
Nevers,58194,F,Nolwenn,1,1980
Nevers,58194,F,Nora,1,1980
Nevers,58194,F,Olivia,1,1980
Nevers,58194,M,Olivier,13,1980
Nevers,58194,F,Ombeline,1,1980
Nevers,58194,F,Ophélie,1,1980
Nevers,58194,F,Orianne,1,1980
Nevers,58194,M,Oualid,1,1980
Nevers,58194,M,Paolo,1,1980
Nevers,58194,M,Pascal,5,1980
Nevers,58194,F,Pascaline,1,1980
Nevers,58194,M,Patrice,3,1980
Nevers,58194,M,Patrick,3,1980
Nevers,58194,M,Paul-Emmanuel,1,1980
Nevers,58194,F,Pauline,3,1980
Nevers,58194,F,Pelagie,1,1980
Nevers,58194,F,Peroline,1,1980
Nevers,58194,M,Philippe,4,1980
Nevers,58194,M,Pierre,11,1980
Nevers,58194,M,Pierre-Antoine,1,1980
Nevers,58194,M,Pierre-François,1,1980
Nevers,58194,M,Pierre-Jean,1,1980
Nevers,58194,M,Pierre-Yves,2,1980
Nevers,58194,M,Pierrick,1,1980
Nevers,58194,M,Pol-Clément,1,1980
Nevers,58194,M,Quentin,1,1980
Nevers,58194,F,Rachel,1,1980
Nevers,58194,M,Rachid,1,1980
Nevers,58194,F,Rachida,1,1980
Nevers,58194,F,Rajaâ,1,1980
Nevers,58194,M,Raphael,2,1980
Nevers,58194,M,Raphaël,6,1980
Nevers,58194,M,Rédoine,1,1980
Nevers,58194,M,Régis,1,1980
Nevers,58194,M,Rémi,2,1980
Nevers,58194,M,Rémy,1,1980
Nevers,58194,M,Renaud,4,1980
Nevers,58194,M,Rodolphe,2,1980
Nevers,58194,M,Rolland,1,1980
Nevers,58194,M,Romain,5,1980
Nevers,58194,M,Romuald,1,1980
Nevers,58194,F,Roseline,1,1980
Nevers,58194,F,Rose-Marie,1,1980
Nevers,58194,F,Rosita,1,1980
Nevers,58194,M,Rudy,2,1980
Nevers,58194,F,Saadia,1,1980
Nevers,58194,F,Sabine,2,1980
Nevers,58194,F,Sabrina,18,1980
Nevers,58194,M,Sacha,1,1980
Nevers,58194,F,Salima,1,1980
Nevers,58194,M,Samuel,4,1980
Nevers,58194,M,Samy,1,1980
Nevers,58194,F,Sandra,14,1980
Nevers,58194,F,Sandrine,17,1980
Nevers,58194,F,Sara,1,1980
Nevers,58194,F,Sarah,1,1980
Nevers,58194,F,Saunia,1,1980
Nevers,58194,M,Sebastien,9,1980
Nevers,58194,M,Sébastien,25,1980
Nevers,58194,F,Ségolène,1,1980
Nevers,58194,F,Severine,2,1980
Nevers,58194,F,Séverine,9,1980
Nevers,58194,M,Simon,3,1980
Nevers,58194,F,Soizic,1,1980
Nevers,58194,F,Solenne,1,1980
Nevers,58194,F,Somaya,1,1980
Nevers,58194,F,Sonia,9,1980
Nevers,58194,M,Sophian,1,1980
Nevers,58194,F,Sophie,19,1980
Nevers,58194,F,Sophy,1,1980
Nevers,58194,F,Souad,1,1980
Nevers,58194,M,Stephane,3,1980
Nevers,58194,M,Stéphane,13,1980
Nevers,58194,F,Stephanie,11,1980
Nevers,58194,F,Stéphanie,28,1980
Nevers,58194,M,Stève,1,1980
Nevers,58194,M,Sylvain,10,1980
Nevers,58194,F,Sylvia,2,1980
Nevers,58194,F,Sylvie,1,1980
Nevers,58194,M,Taoufik,1,1980
Nevers,58194,M,Tarik,1,1980
Nevers,58194,F,Tatiana,1,1980
Nevers,58194,M,Thibaud,2,1980
Nevers,58194,M,Thibault,1,1980
Nevers,58194,M,Thibaut,4,1980
Nevers,58194,M,Thierry,2,1980
Nevers,58194,M,Thomas,5,1980
Nevers,58194,M,Thony,1,1980
Nevers,58194,M,Tony,2,1980
Nevers,58194,M,Tristan,2,1980
Nevers,58194,F,Uliana,1,1980
Nevers,58194,F,Valerie,3,1980
Nevers,58194,F,Valérie,6,1980
Nevers,58194,F,Vanessa,15,1980
Nevers,58194,M,Vasco,1,1980
Nevers,58194,F,Veronique,2,1980
Nevers,58194,F,Véronique,3,1980
Nevers,58194,M,Victor,1,1980
Nevers,58194,M,Vincent,13,1980
Nevers,58194,M,Virgil,1,1980
Nevers,58194,F,Virginie,26,1980
Nevers,58194,M,Vivien,1,1980
Nevers,58194,M,Wilfrid,1,1980
Nevers,58194,M,Wilfried,1,1980
Nevers,58194,M,William,1,1980
Nevers,58194,M,Willian,1,1980
Nevers,58194,M,Willy,2,1980
Nevers,58194,M,Xavier,3,1980
Nevers,58194,M,Yann,5,1980
Nevers,58194,F,Yannick,1,1980
Nevers,58194,M,Yannick,8,1980
Nevers,58194,M,Yann-Laurent,1,1980
Nevers,58194,M,Yasin,1,1980
Nevers,58194,F,Yasmina,1,1980
Nevers,58194,M,Yoan,2,1980
Nevers,58194,M,Yoann,4,1980
Nevers,58194,M,Yohan,3,1980
Nevers,58194,M,Yohann,3,1980
Nevers,58194,F,Yolande,1,1980
Nevers,58194,F,Yolene,1,1980
Nevers,58194,M,Yorri,1,1980
Nevers,58194,M,Youssef,1,1980
Nevers,58194,F,Zahira,1,1980
Nevers,58194,M,Abdel-Halim,1,1979
Nevers,58194,F,Adeline,8,1979
Nevers,58194,M,Adil,1,1979
Nevers,58194,F,Aexandra,1,1979
Nevers,58194,F,Afaf,1,1979
Nevers,58194,F,Agnès,1,1979
Nevers,58194,M,Akim,1,1979
Nevers,58194,M,Alain,2,1979
Nevers,58194,M,Alan,1,1979
Nevers,58194,F,Alexandra,14,1979
Nevers,58194,M,Alexandre,12,1979
Nevers,58194,F,Alexandrine,2,1979
Nevers,58194,M,Alexis,2,1979
Nevers,58194,M,Alfred,1,1979
Nevers,58194,M,Ali-Asker,1,1979
Nevers,58194,F,Alice,1,1979
Nevers,58194,F,Aline,6,1979
Nevers,58194,F,Amandine,2,1979
Nevers,58194,F,Amélie,1,1979
Nevers,58194,F,Anais,2,1979
Nevers,58194,M,André-Pierre,1,1979
Nevers,58194,F,Angela,1,1979
Nevers,58194,F,Angelina,1,1979
Nevers,58194,F,Angeline,2,1979
Nevers,58194,F,Angelique,4,1979
Nevers,58194,F,Angélique,14,1979
Nevers,58194,F,Angéliuqe,1,1979
Nevers,58194,F,Anna,1,1979
Nevers,58194,F,Annabelle,5,1979
Nevers,58194,F,Anne,10,1979
Nevers,58194,F,Anne-Cecile,1,1979
Nevers,58194,F,Anne-Cécile,1,1979
Nevers,58194,F,Anne-Laure,1,1979
Nevers,58194,F,Anne-Marie,1,1979
Nevers,58194,F,Anne-Sophie,3,1979
Nevers,58194,F,Annie,1,1979
Nevers,58194,M,Anthony,13,1979
Nevers,58194,M,Antoine,7,1979
Nevers,58194,M,Antony,1,1979
Nevers,58194,F,Ariane,1,1979
Nevers,58194,M,Armand,1,1979
Nevers,58194,M,Arnaud,16,1979
Nevers,58194,F,Asuman,1,1979
Nevers,58194,F,Aude,8,1979
Nevers,58194,F,Audrey,5,1979
Nevers,58194,M,Audric,1,1979
Nevers,58194,F,Aurelia,1,1979
Nevers,58194,F,Aurélia,2,1979
Nevers,58194,F,Aurelie,4,1979
Nevers,58194,F,Aurélie,17,1979
Nevers,58194,M,Aurelien,5,1979
Nevers,58194,M,Aurélien,8,1979
Nevers,58194,F,Aurore,7,1979
Nevers,58194,F,Axelle,1,1979
Nevers,58194,M,Aymeric,2,1979
Nevers,58194,F,Bahija,1,1979
Nevers,58194,M,Baptiste,1,1979
Nevers,58194,F,Barbara,1,1979
Nevers,58194,F,Beatrice,1,1979
Nevers,58194,F,Behice,1,1979
Nevers,58194,F,Behyan,1,1979
Nevers,58194,M,Ben,1,1979
Nevers,58194,F,Benedicte,1,1979
Nevers,58194,F,Bénédicte,4,1979
Nevers,58194,M,Benjamin,9,1979
Nevers,58194,M,Benoit,9,1979
Nevers,58194,M,Benoît,2,1979
Nevers,58194,F,Bérangère,1,1979
Nevers,58194,M,Bertrand,4,1979
Nevers,58194,M,Beryl,1,1979
Nevers,58194,F,Blandine,3,1979
Nevers,58194,M,Boris,1,1979
Nevers,58194,F,Bouchra,1,1979
Nevers,58194,M,Brice,1,1979
Nevers,58194,M,Brice-Emmanuel,1,1979
Nevers,58194,M,Bruno,5,1979
Nevers,58194,M,Camille,1,1979
Nevers,58194,F,Candy,1,1979
Nevers,58194,F,Carine,3,1979
Nevers,58194,F,Carole,10,1979
Nevers,58194,F,Caroline,15,1979
Nevers,58194,F,Catherine,4,1979
Nevers,58194,F,Cathy,1,1979
Nevers,58194,F,Cecile,1,1979
Nevers,58194,F,Cécile,14,1979
Nevers,58194,M,Cedric,11,1979
Nevers,58194,M,Cédric,8,1979
Nevers,58194,F,Célia,2,1979
Nevers,58194,F,Celimene,1,1979
Nevers,58194,F,Celine,4,1979
Nevers,58194,F,Céline,30,1979
Nevers,58194,F,Chantal,2,1979
Nevers,58194,M,Charles,1,1979
Nevers,58194,F,Charline,1,1979
Nevers,58194,F,Charlotte,2,1979
Nevers,58194,F,Chloe,1,1979
Nevers,58194,F,Christèle,1,1979
Nevers,58194,F,Christelle,18,1979
Nevers,58194,M,Christian,3,1979
Nevers,58194,F,Christine,2,1979
Nevers,58194,M,Christophe,14,1979
Nevers,58194,F,Chrystelle,1,1979
Nevers,58194,F,Claire,3,1979
Nevers,58194,F,Clarisse,2,1979
Nevers,58194,M,Claude,2,1979
Nevers,58194,F,Claudia,1,1979
Nevers,58194,M,Clément,3,1979
Nevers,58194,F,Colette,1,1979
Nevers,58194,F,Coralie,2,1979
Nevers,58194,F,Corinne,4,1979
Nevers,58194,F,Cynthia,1,1979
Nevers,58194,M,Cyril,8,1979
Nevers,58194,M,Cyrille,3,1979
Nevers,58194,F,Dagmar,1,1979
Nevers,58194,M,Damien,10,1979
Nevers,58194,F,Danielle,1,1979
Nevers,58194,M,David,32,1979
Nevers,58194,M,Davy,2,1979
Nevers,58194,F,Deborah,1,1979
Nevers,58194,F,Delphine,17,1979
Nevers,58194,M,Denis,2,1979
Nevers,58194,M,Dimitri,1,1979
Nevers,58194,F,Dominique,2,1979
Nevers,58194,F,Dorothee,1,1979
Nevers,58194,M,Eddy,4,1979
Nevers,58194,M,Edouard,2,1979
Nevers,58194,F,Edvyge,1,1979
Nevers,58194,F,Eléonore,1,1979
Nevers,58194,F,Elisabeth,3,1979
Nevers,58194,F,Elise,3,1979
Nevers,58194,F,Elodie,2,1979
Nevers,58194,F,Eloise,1,1979
Nevers,58194,F,Elsa,1,1979
Nevers,58194,F,Emilie,11,1979
Nevers,58194,M,Emmanuel,10,1979
Nevers,58194,F,Emmanuelle,5,1979
Nevers,58194,M,Enrique,1,1979
Nevers,58194,M,Eric,6,1979
Nevers,58194,M,Esteban,1,1979
Nevers,58194,F,Estelle,4,1979
Nevers,58194,F,Eugenie,1,1979
Nevers,58194,F,Eva,2,1979
Nevers,58194,F,Eve,1,1979
Nevers,58194,F,Evelyne,1,1979
Nevers,58194,M,Fabien,9,1979
Nevers,58194,F,Fabienne,2,1979
Nevers,58194,M,Fabrice,11,1979
Nevers,58194,F,Fanny,3,1979
Nevers,58194,M,Fehri,1,1979
Nevers,58194,M,Flavien,1,1979
Nevers,58194,F,Florbela,1,1979
Nevers,58194,F,Florence,6,1979
Nevers,58194,M,Florent,1,1979
Nevers,58194,F,Floriane,1,1979
Nevers,58194,M,Foad,1,1979
Nevers,58194,M,Franc,1,1979
Nevers,58194,F,Francine,1,1979
Nevers,58194,M,Francis,1,1979
Nevers,58194,M,Franck,9,1979
Nevers,58194,M,Francois,1,1979
Nevers,58194,M,François,6,1979
Nevers,58194,F,Francoise,2,1979
Nevers,58194,M,Frederic,4,1979
Nevers,58194,M,Fredéric,1,1979
Nevers,58194,M,Frédéric,20,1979
Nevers,58194,M,Gael,1,1979
Nevers,58194,M,Gaël,1,1979
Nevers,58194,F,Gaelle,2,1979
Nevers,58194,F,Gaëlle,1,1979
Nevers,58194,M,Gaetan,1,1979
Nevers,58194,M,Geoffroy,2,1979
Nevers,58194,M,Georges-Antoine,1,1979
Nevers,58194,M,Gerald,1,1979
Nevers,58194,M,Gérald,1,1979
Nevers,58194,F,Géraldine,5,1979
Nevers,58194,M,Gerard,1,1979
Nevers,58194,M,Germain,1,1979
Nevers,58194,M,Ghislain,1,1979
Nevers,58194,M,Gilles,2,1979
Nevers,58194,M,Grégory,5,1979
Nevers,58194,M,Guillaume,19,1979
Nevers,58194,M,Guuillaume,1,1979
Nevers,58194,M,Gwenaël,1,1979
Nevers,58194,M,Hakime,1,1979
Nevers,58194,F,Halima,1,1979
Nevers,58194,F,Hanane,1,1979
Nevers,58194,M,Helder,1,1979
Nevers,58194,F,Hélène,3,1979
Nevers,58194,M,Hervé,3,1979
Nevers,58194,M,Hicham,1,1979
Nevers,58194,M,Hichème,1,1979
Nevers,58194,M,Hubert,2,1979
Nevers,58194,M,Hubert-Alexandre,1,1979
Nevers,58194,M,Hugues,2,1979
Nevers,58194,M,Hugues-François,1,1979
Nevers,58194,F,Ilyane,1,1979
Nevers,58194,F,Ingrid,5,1979
Nevers,58194,F,Irène,1,1979
Nevers,58194,F,Isabelle,12,1979
Nevers,58194,M,Issam,1,1979
Nevers,58194,M,Jackson,1,1979
Nevers,58194,M,Jacky,2,1979
Nevers,58194,M,Jacques,1,1979
Nevers,58194,M,Jamal,1,1979
Nevers,58194,M,Jean,3,1979
Nevers,58194,M,Jean-Baptiste,1,1979
Nevers,58194,M,Jean-Christophe,1,1979
Nevers,58194,M,Jean-Jacques,1,1979
Nevers,58194,M,Jean-Louis,2,1979
Nevers,58194,M,Jean-Luc,1,1979
Nevers,58194,M,Jean-Michel,3,1979
Nevers,58194,M,Jean-Nicolas,1,1979
Nevers,58194,M,Jean-Paul,1,1979
Nevers,58194,M,Jean-Sébastien,1,1979
Nevers,58194,F,Jennifer,5,1979
Nevers,58194,M,Jeremie,1,1979
Nevers,58194,M,Jérémie,1,1979
Nevers,58194,M,Jeremy,2,1979
Nevers,58194,M,Jérémy,5,1979
Nevers,58194,M,Jerome,7,1979
Nevers,58194,M,Jérome,1,1979
Nevers,58194,M,Jérôme,21,1979
Nevers,58194,F,Jessy,1,1979
Nevers,58194,F,Jil,1,1979
Nevers,58194,M,Joan,1,1979
Nevers,58194,M,Jocelyn,2,1979
Nevers,58194,M,Joël,1,1979
Nevers,58194,F,Joëlle,1,1979
Nevers,58194,M,Johan,1,1979
Nevers,58194,M,Johann,2,1979
Nevers,58194,M,John,2,1979
Nevers,58194,M,Johnny,1,1979
Nevers,58194,M,Jonathan,3,1979
Nevers,58194,M,Jorge,1,1979
Nevers,58194,M,Joris,1,1979
Nevers,58194,M,Jose,1,1979
Nevers,58194,F,Julie,6,1979
Nevers,58194,M,Julien,32,1979
Nevers,58194,F,Juliette,1,1979
Nevers,58194,F,Karelle,1,1979
Nevers,58194,F,Karen,5,1979
Nevers,58194,F,Karima,1,1979
Nevers,58194,F,Karine,12,1979
Nevers,58194,F,Kathia,1,1979
Nevers,58194,F,Katia,2,1979
Nevers,58194,F,Laetitia,21,1979
Nevers,58194,F,Lara,1,1979
Nevers,58194,F,Laure,2,1979
Nevers,58194,F,Laurence,4,1979
Nevers,58194,M,Laurent,15,1979
Nevers,58194,F,Laurianne,1,1979
Nevers,58194,F,Laury,1,1979
Nevers,58194,F,Léa,1,1979
Nevers,58194,F,Léopoldine,1,1979
Nevers,58194,M,Lilian,1,1979
Nevers,58194,F,Linda,1,1979
Nevers,58194,M,Lionel,2,1979
Nevers,58194,F,Lisa,1,1979
Nevers,58194,F,Lisbeth,1,1979
Nevers,58194,F,Lise,2,1979
Nevers,58194,M,Loic,1,1979
Nevers,58194,M,Loïc,3,1979
Nevers,58194,F,Lorène,1,1979
Nevers,58194,F,Lorette,1,1979
Nevers,58194,M,Louis,1,1979
Nevers,58194,M,Luc,1,1979
Nevers,58194,F,Lucie,2,1979
